1,-12.24904194,-3.058361281,5
2,-10.91684519,9.667654933,5
3,-12.17892199,-15.81943039,5
4,-11.68811331,-11.92800556,5
5,-11.26741887,-7.791175315,5
6,-10.95190081,1.183643596,5
7,-10.49614865,6.021633514,5
8,-9.269106505,12.87543534,5
9,-8.813372602,16.78440853,5
10,-8.357619819,20.36031574,5
11,-21.15374984,6.477382877,0
12,-7.831749918,8.335455126,5
13,-8.883481466,-16.17000834,5
14,-8.252440682,-12.27858351,5
15,-7.5162257,-8.001522206,5
16,-7.130589586,-4.145154079,5
17,-17.78819041,4.338852063,0
18,-5.079687588,12.54238562,5
19,-4.50124971,16.46888821,5
20,-3.905265772,20.14996867,5
21,-5.90356424,-1.796275078,5
22,-4.676538557,9.106729625,5
23,-18.38416244,-25.03965338,0
24,-17.78818035,-20.97293965,0
25,-17.50771949,-16.80105277,0
26,-17.19219964,-13.01480122,0
27,-16.56115969,-8.702682048,0
28,-16.03529301,-3.479056703,0
29,-16.17552634,0.62271675,0
30,-14.77321342,7.94981691,0
31,-14.31746127,11.73606962,0
32,-13.72147907,18.25683991,0
33,-13.16055479,26.07475289,0
34,-11.89847227,32.35012016,0
35,-13.47607009,5.14518538,0
36,1.213187275,-4.986543109,5
37,-7.726574213,-0.429018261,0
38,2.755734532,-1.025001829,5
39,-6.990359182,5.110129093,0
40,-6.289202091,5.811286624,0
41,3.264089966,-20.93789631,5
42,-3.309280095,1.639397912,0
43,5.981058856,-14.76769301,5
44,-2.678238027,-3.619284968,0
45,8.750632097,-8.632564334,5
46,-0.714996569,-0.183612171,0
47,9.74979819,-15.88956313,5
48,11.55526485,-2.637665752,5
49,0.61720342,3.637698143,0
50,14.7280237,4.216133754,5
51,2.545387181,-3.023301928,0
52,16.88408439,6.775358387,5
53,5.981059919,-6.809553686,0
54,5.174729943,3.427350177,0
55,5.475571519,7.708531002,0
56,6.29658222,-0.183612606,0
57,4.718974338,-18.30853774,0
58,5.279900089,-21.42868955,0
59,6.892564465,-11.82283129,0
60,9.136271181,2.936538681,0
61,8.610398976,-21.04305248,0
62,9.311558302,-8.807853246,0
63,10.81904867,-3.969866014,0
64,8.575339407,-25.17988148,0
65,13.79897024,1.323874967,0
66,14.00931515,-9.649244039,0
67,14.21966458,-2.637666514,0
68,14.92082386,3.98827439,0
69,15.69209405,-5.898050924,0
70,17.81311985,7.949798001,0
71,22.31805929,7.038290893,0
72,2.077867589,-2.843096447,5
73,7.786292419,1.483018268,0
74,2.737584917,3.549361859,0
75,6.555172527,-3.751428465,0
76,-13.53593995,22.97169742,0
77,19.72601991,5.666397743,0
78,-15.73731716,4.831177538,0
79,-10.74937267,3.632958307,0
80,-16.54541676,-5.980679347,0
81,-5.064786351,-0.909136105,0
82,11.48738648,0.40054694,0
83,6.19291814,-14.86980412,0
84,14.94271929,-7.736211561,0
85,-11.61681051,-13.63010848,5
86,-11.39888827,-9.764007237,5
87,-9.662613912,3.493630255,5
88,-6.625263368,16.64620263,5
89,16.58679481,4.94263965,5
90,13.21505451,1.292245796,5
91,-2.111031786,-3.500637323,5
92,5.273354056,-6.788779412,5
93,4.660309072,-17.82355851,5
94,1.260706757,-4.977514582,0
95,-12.84279686,29.54322163,0
96,-14.30270933,15.47211151,0
97,-19.21050799,5.842876693,0
98,-16.04217759,-1.61201031,0
99,-16.97403487,-10.58893773,0
100,-17.90589315,-18.88249874,0
101,-18.27863546,-22.79631402,0
102,11.38559985,3.140482054,0
103,6.089534241,-20.18711622,0
104,9.677185255,-6.3955622,0
105,2.501825641,0.407055643,0
106,-2.219604196,4.072375358,0
107,-6.319764027,20.2556693,5
108,-7.127376263,12.76971591,5
109,-10.35782794,11.09236481,5
110,10.14311684,-5.556887628,5
111,7.44071806,-11.89354019,5
112,7.906648831,-15.09292958,5
113,-9.767649225,8.545277028,5
114,-6.179967988,8.234642199,5
115,-7.9971123,6.619431449,5
116,-10.57526024,-0.773334019,5
117,-8.618351488,-0.555899798,5
118,-11.01012683,-6.05387986,5
119,-7.313745788,-6.271312912,5
120,-7.966046895,-9.874509404,5
121,-8.556225066,-14.1300073,5
